series_id,trend_type,lot_id,wafer_id,equipment_id,process_step,sensor_name,target,sigma,anomaly_start,detail
measurement_error_026,measurement_error,LOT-2026-0386,W24,EQP-03,METROLOGY,overlay_error_nm,98.713,0.923,12,4 invalid raw readings
measurement_error_027,measurement_error,LOT-2026-0387,W15,EQP-12,PHOTO,film_thickness_nm,99.052,1.251,14,4 invalid raw readings
measurement_error_028,measurement_error,LOT-2026-0388,W02,EQP-10,CVD,temperature_c,99.788,1.178,16,4 invalid raw readings
measurement_error_029,measurement_error,LOT-2026-0389,W13,EQP-05,ETCH,particle_count,100.000,0.903,16,2 invalid raw readings
measurement_error_030,measurement_error,LOT-2026-0390,W16,EQP-06,DIFFUSION,etch_rate_nm_min,99.802,0.757,12,3 invalid raw readings
measurement_error_031,measurement_error,LOT-2026-0391,W01,EQP-11,PVD,chamber_pressure_mTorr,101.355,0.951,12,3 invalid raw readings
measurement_error_032,measurement_error,LOT-2026-0392,W21,EQP-09,CVD,chamber_pressure_mTorr,99.496,0.796,17,2 invalid raw readings
measurement_error_033,measurement_error,LOT-2026-0393,W19,EQP-03,CVD,overlay_error_nm,98.900,0.915,14,4 invalid raw readings
measurement_error_034,measurement_error,LOT-2026-0394,W10,EQP-03,DIFFUSION,temperature_c,100.800,0.981,17,4 invalid raw readings
measurement_error_035,measurement_error,LOT-2026-0395,W07,EQP-10,METROLOGY,particle_count,101.278,1.013,14,3 invalid raw readings
measurement_error_036,measurement_error,LOT-2026-0396,W01,EQP-01,PHOTO,overlay_error_nm,101.085,0.825,15,3 invalid raw readings
measurement_error_037,measurement_error,LOT-2026-0397,W09,EQP-02,CVD,film_thickness_nm,100.695,0.838,12,2 invalid raw readings
measurement_error_038,measurement_error,LOT-2026-0398,W04,EQP-02,METROLOGY,particle_count,100.318,1.259,12,2 invalid raw readings
measurement_error_039,measurement_error,LOT-2026-0399,W23,EQP-09,CMP,particle_count,100.545,1.002,13,3 invalid raw readings
measurement_error_040,measurement_error,LOT-2026-0400,W22,EQP-05,DIFFUSION,chamber_pressure_mTorr,100.766,0.815,13,4 invalid raw readings
